epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,6190.76,0.4935,0.32364,0.93532,0.97297,0.97874,0.98852,0.87632,0.50991,0.32148,0.95992,0.000731813,0.000731813,0.000731813
172,6225.61,0.48209,0.31722,0.94682,0.98195,0.96214,0.98865,0.88756,0.48819,0.31792,0.93908,0.000726312,0.000726312,0.000726312
173,6259.86,0.4912,0.31495,0.93833,0.98253,0.9766,0.98818,0.88573,0.49618,0.32108,0.94578,0.000720811,0.000720811,0.000720811
174,6294.39,0.48039,0.30721,0.93108,0.97837,0.97917,0.98859,0.89073,0.49054,0.32032,0.94905,0.00071531,0.00071531,0.00071531
175,6330.59,0.4877,0.32673,0.95123,0.96423,0.98333,0.98844,0.88651,0.50265,0.3157,0.94839,0.000709809,0.000709809,0.000709809
176,6366.2,0.4676,0.31551,0.93465,0.96662,0.9759,0.99314,0.88762,0.5134,0.31944,0.9445,0.000704307,0.000704307,0.000704307
177,6402.38,0.47815,0.31592,0.94827,0.98126,0.97927,0.98912,0.88866,0.5101,0.3109,0.94754,0.000698806,0.000698806,0.000698806
178,6438.18,0.49293,0.31296,0.94248,0.98173,0.97962,0.98932,0.87648,0.50473,0.31331,0.95448,0.000693305,0.000693305,0.000693305
179,6473.9,0.47868,0.31318,0.9401,0.97369,0.97566,0.98941,0.88446,0.50496,0.32046,0.94112,0.000687804,0.000687804,0.000687804
180,6508.18,0.49459,0.32104,0.95747,0.97376,0.98354,0.98751,0.87372,0.5128,0.32476,0.9534,0.000682303,0.000682303,0.000682303
181,6542.68,0.49723,0.31603,0.95215,0.97917,0.975,0.98834,0.88709,0.50997,0.31867,0.95052,0.000676802,0.000676802,0.000676802
182,6577.9,0.48344,0.30958,0.95027,0.98313,0.97917,0.98465,0.86727,0.52284,0.32317,0.96668,0.000671301,0.000671301,0.000671301
183,6613.02,0.48393,0.31121,0.94312,0.9786,0.98333,0.98712,0.88443,0.49146,0.29421,0.94126,0.0006658,0.0006658,0.0006658
184,6648.81,0.46197,0.29966,0.94046,0.97359,0.97907,0.98883,0.88559,0.49538,0.31112,0.94377,0.000660299,0.000660299,0.000660299
185,6683.04,0.46086,0.29584,0.93064,0.97531,0.97936,0.9893,0.88202,0.51755,0.30769,0.95637,0.000654798,0.000654798,0.000654798
186,6718.38,0.46944,0.30407,0.92385,0.97787,0.97912,0.98911,0.86768,0.52777,0.30518,0.97191,0.000649297,0.000649297,0.000649297
187,6753.17,0.47727,0.3127,0.93995,0.97344,0.97917,0.98683,0.87348,0.51645,0.32265,0.9478,0.000643795,0.000643795,0.000643795
188,6788.85,0.4681,0.30292,0.94751,0.97493,0.97917,0.98831,0.88631,0.50072,0.31439,0.94421,0.000638294,0.000638294,0.000638294
189,6823.16,0.4735,0.30719,0.94005,0.97789,0.96726,0.98867,0.87833,0.51052,0.33049,0.94531,0.000632793,0.000632793,0.000632793
190,6857.44,0.46066,0.30604,0.92877,0.97547,0.97083,0.98762,0.88546,0.50721,0.3348,0.95227,0.000627292,0.000627292,0.000627292
191,6891.67,0.46869,0.3105,0.93894,0.98127,0.9729,0.98924,0.87928,0.50942,0.30373,0.95012,0.000621791,0.000621791,0.000621791
192,6926.08,0.45768,0.30615,0.92637,0.97006,0.97917,0.98726,0.88744,0.4988,0.30794,0.94483,0.00061629,0.00061629,0.00061629
193,6960.28,0.46612,0.3025,0.9328,0.97421,0.97917,0.9886,0.88811,0.49252,0.30879,0.94282,0.000610789,0.000610789,0.000610789
194,6994.76,0.45658,0.29832,0.94193,0.97217,0.98079,0.99312,0.8825,0.51031,0.30735,0.94874,0.000605288,0.000605288,0.000605288
195,7029.98,0.4748,0.30348,0.94295,0.98443,0.97305,0.98898,0.89522,0.50333,0.31441,0.93991,0.000599787,0.000599787,0.000599787
196,7064.94,0.46159,0.3001,0.93354,0.99063,0.97328,0.989,0.88057,0.49476,0.32165,0.94243,0.000594286,0.000594286,0.000594286
197,7099.63,0.46295,0.29688,0.94285,0.98985,0.97616,0.98863,0.88551,0.5003,0.32316,0.93913,0.000588784,0.000588784,0.000588784
198,7134.21,0.46352,0.29492,0.91086,0.97842,0.975,0.98938,0.88665,0.50506,0.31621,0.9423,0.000583283,0.000583283,0.000583283
199,7168.62,0.45711,0.2928,0.94115,0.97847,0.975,0.98861,0.88466,0.50494,0.31582,0.94895,0.000577782,0.000577782,0.000577782
200,7202.89,0.44014,0.28833,0.92091,0.97921,0.9731,0.9889,0.88415,0.49589,0.30902,0.939,0.000572281,0.000572281,0.000572281
201,7237.04,0.45561,0.29783,0.93743,0.97794,0.98274,0.98851,0.88904,0.50382,0.31535,0.95405,0.00056678,0.00056678,0.00056678
202,7272.42,0.45405,0.29598,0.92711,0.97116,0.98238,0.98917,0.89286,0.49609,0.30559,0.93855,0.000561279,0.000561279,0.000561279
203,7307.45,0.44352,0.29239,0.91906,0.97844,0.97917,0.98971,0.89311,0.5024,0.30156,0.93319,0.000555778,0.000555778,0.000555778
204,7343.34,0.44865,0.29551,0.91526,0.98692,0.98333,0.98979,0.90473,0.47745,0.30168,0.92738,0.000550277,0.000550277,0.000550277
205,7377.76,0.45252,0.30274,0.92992,0.98233,0.97083,0.98915,0.88187,0.49898,0.30503,0.93558,0.000544776,0.000544776,0.000544776
206,7412.26,0.46064,0.30512,0.92529,0.97254,0.98243,0.99235,0.88432,0.50748,0.30382,0.95071,0.000539275,0.000539275,0.000539275
207,7446.64,0.44981,0.29186,0.93514,0.97011,0.98333,0.98826,0.88419,0.51213,0.30421,0.95231,0.000533773,0.000533773,0.000533773
208,7484.64,0.44696,0.2978,0.9244,0.9706,0.98086,0.98797,0.88345,0.50929,0.30383,0.95331,0.000528272,0.000528272,0.000528272
209,7521.24,0.45155,0.29568,0.93177,0.96917,0.9875,0.98909,0.88457,0.50346,0.31211,0.94516,0.000522771,0.000522771,0.000522771
210,7557.35,0.43325,0.28897,0.92941,0.97539,0.97516,0.98908,0.87928,0.48887,0.3037,0.9307,0.00051727,0.00051727,0.00051727
211,7593.05,0.45298,0.29079,0.9234,0.97607,0.98387,0.98892,0.88583,0.49107,0.29143,0.9438,0.000511769,0.000511769,0.000511769
212,7630.33,0.45349,0.2899,0.92929,0.97791,0.98333,0.9896,0.8898,0.50022,0.30556,0.949,0.000506268,0.000506268,0.000506268
213,7667.3,0.43032,0.2816,0.91161,0.96376,0.9875,0.9886,0.88732,0.50191,0.31103,0.94921,0.000500767,0.000500767,0.000500767
214,7704.34,0.43372,0.28745,0.92937,0.97509,0.97499,0.9881,0.88768,0.49506,0.30658,0.94817,0.000495266,0.000495266,0.000495266
215,7740.57,0.42915,0.284,0.92622,0.97767,0.975,0.98827,0.8869,0.49058,0.30258,0.93668,0.000489765,0.000489765,0.000489765
216,7777.43,0.43968,0.28404,0.9343,0.97903,0.9775,0.98447,0.89398,0.48765,0.30575,0.9373,0.000484263,0.000484263,0.000484263
217,7815.57,0.45922,0.29153,0.92281,0.97733,0.97541,0.98919,0.89117,0.4928,0.30302,0.93849,0.000478762,0.000478762,0.000478762
218,7853.51,0.43234,0.28676,0.92307,0.97409,0.97983,0.98943,0.88943,0.48969,0.28971,0.93764,0.000473261,0.000473261,0.000473261
219,7891,0.41957,0.28475,0.90328,0.97997,0.98034,0.98953,0.88975,0.48943,0.29595,0.94161,0.00046776,0.00046776,0.00046776
220,7926.82,0.43161,0.28443,0.92161,0.97759,0.97728,0.98846,0.88784,0.49142,0.30057,0.93787,0.000462259,0.000462259,0.000462259
221,7964.71,0.43963,0.28553,0.92408,0.98297,0.975,0.98933,0.89205,0.48422,0.29967,0.93484,0.000456758,0.000456758,0.000456758
222,8000.22,0.42203,0.27461,0.91159,0.98499,0.97548,0.98951,0.8902,0.48482,0.30333,0.93837,0.000451257,0.000451257,0.000451257
223,8034.6,0.43364,0.28064,0.92162,0.9794,0.98333,0.98472,0.88588,0.48824,0.2997,0.9354,0.000445756,0.000445756,0.000445756
224,8069.05,0.40818,0.27115,0.90973,0.97716,0.98333,0.98372,0.88423,0.49461,0.29826,0.94362,0.000440255,0.000440255,0.000440255
225,8103.32,0.41547,0.27393,0.91561,0.97689,0.97917,0.98212,0.87947,0.49055,0.30502,0.94626,0.000434754,0.000434754,0.000434754
226,8137.72,0.41736,0.27565,0.90218,0.97145,0.98702,0.98816,0.89775,0.47567,0.29736,0.93257,0.000429253,0.000429253,0.000429253
227,8172.65,0.41296,0.27678,0.90326,0.97788,0.97917,0.98452,0.88824,0.48529,0.29447,0.93673,0.000423751,0.000423751,0.000423751
228,8213.49,0.43683,0.28287,0.91706,0.98103,0.97917,0.98885,0.89173,0.47351,0.29798,0.93512,0.00041825,0.00041825,0.00041825
229,8252.34,0.40915,0.27094,0.89116,0.97993,0.98189,0.98953,0.9031,0.47099,0.28816,0.92381,0.000412749,0.000412749,0.000412749
230,8288.4,0.42334,0.27844,0.90776,0.96886,0.98631,0.98955,0.88649,0.46918,0.28885,0.91945,0.000407248,0.000407248,0.000407248
231,8323.78,0.41441,0.27149,0.90234,0.9659,0.9875,0.98911,0.892,0.4907,0.29438,0.93199,0.000401747,0.000401747,0.000401747
232,8359.48,0.43366,0.2825,0.91938,0.97662,0.97917,0.98906,0.88408,0.48815,0.31345,0.93916,0.000396246,0.000396246,0.000396246
233,8393.81,0.42189,0.27197,0.90931,0.97943,0.97224,0.98487,0.89247,0.48917,0.31265,0.93044,0.000390745,0.000390745,0.000390745
234,8428.15,0.41892,0.27697,0.91756,0.98328,0.97409,0.98882,0.89237,0.471,0.29971,0.92388,0.000385244,0.000385244,0.000385244
235,8462.59,0.41667,0.26931,0.9032,0.98592,0.97917,0.98967,0.89816,0.46942,0.28481,0.92568,0.000379743,0.000379743,0.000379743
236,8498.2,0.41816,0.27659,0.92627,0.97314,0.975,0.98898,0.8941,0.47692,0.28483,0.92828,0.000374242,0.000374242,0.000374242
237,8533.83,0.42387,0.27316,0.91092,0.96727,0.9875,0.98467,0.89414,0.46638,0.28928,0.92413,0.00036874,0.00036874,0.00036874
238,8569.76,0.41571,0.2768,0.91431,0.96624,0.9875,0.98487,0.89302,0.4745,0.30702,0.92583,0.000363239,0.000363239,0.000363239
239,8605.51,0.40584,0.26588,0.9013,0.96196,0.98647,0.98487,0.88887,0.48851,0.31549,0.9266,0.000357738,0.000357738,0.000357738
240,8641.7,0.39471,0.26313,0.90036,0.97782,0.975,0.98843,0.89523,0.47395,0.29855,0.92381,0.000352237,0.000352237,0.000352237
241,8675.76,0.41256,0.27133,0.91353,0.97971,0.97365,0.98403,0.88758,0.49364,0.31247,0.93624,0.000346736,0.000346736,0.000346736
242,8710.52,0.42743,0.28047,0.91148,0.9784,0.97083,0.98419,0.89406,0.4832,0.31155,0.9304,0.000341235,0.000341235,0.000341235
243,8744.59,0.40611,0.26725,0.88856,0.97518,0.97618,0.98443,0.89229,0.48333,0.31453,0.92886,0.000335734,0.000335734,0.000335734
244,8778.99,0.39979,0.26259,0.89646,0.97806,0.97931,0.98467,0.89931,0.47659,0.29648,0.92597,0.000330233,0.000330233,0.000330233
245,8813.17,0.39555,0.26836,0.91153,0.97564,0.98302,0.98487,0.89344,0.4768,0.28353,0.92652,0.000324732,0.000324732,0.000324732
246,8848.57,0.40157,0.26063,0.89555,0.9846,0.97756,0.98492,0.88333,0.48445,0.28349,0.92974,0.000319231,0.000319231,0.000319231
247,8883.15,0.40702,0.26849,0.90768,0.97903,0.98351,0.98487,0.88756,0.48119,0.2787,0.92796,0.000313729,0.000313729,0.000313729
248,8917.47,0.4037,0.2672,0.92231,0.97643,0.98343,0.98476,0.89354,0.48085,0.28066,0.92619,0.000308228,0.000308228,0.000308228
249,8952.72,0.41248,0.26871,0.90098,0.97851,0.98333,0.98496,0.89252,0.47233,0.28189,0.91941,0.000302727,0.000302727,0.000302727
250,8988.54,0.41082,0.26384,0.90326,0.97058,0.98685,0.98407,0.89207,0.47979,0.29002,0.92033,0.000297226,0.000297226,0.000297226
251,9025.82,0.40747,0.26371,0.90074,0.97132,0.9875,0.98387,0.88721,0.48363,0.28531,0.93018,0.000291725,0.000291725,0.000291725
252,9061.88,0.40148,0.25706,0.89467,0.97054,0.98697,0.98427,0.89512,0.47474,0.2805,0.92359,0.000286224,0.000286224,0.000286224
253,9099.49,0.408,0.26314,0.9046,0.96853,0.9875,0.98407,0.88904,0.47671,0.27912,0.92163,0.000280723,0.000280723,0.000280723
254,9137.62,0.38873,0.25651,0.88382,0.98127,0.974,0.98387,0.89084,0.46462,0.28211,0.9177,0.000275222,0.000275222,0.000275222
